filename,error_type,inject_at_move,total_moves,original_move,corrupted_move,cascade_length
game_006210.pgn,1,64,85,Bb1,Qа9,
game_006211.pgn,4,14,23,Bd2,Bd2,8
game_006212.pgn,1,55,81,Nb6,Qh8,
game_006213.pgn,4,36,82,Rf2,Rf2,45
game_006214.pgn,3,50,82,Bg5,Bg5,
game_006215.pgn,3,49,59,Ng6,Ng6,
game_006216.pgn,1,52,69,Rdc1,Nz5,
game_006217.pgn,1,53,59,Kb6,Rb9,
game_006218.pgn,2,55,70,Ng4,Mg4,
game_006219.pgn,4,14,41,Nh3,Nh3,26
game_006220.pgn,2,7,48,Nf6,Mf6,
game_006221.pgn,2,27,37,Ke8,Xe8,
game_006222.pgn,4,52,60,Nd2,Nd2,7
game_006223.pgn,4,43,52,Bxg4,Bxg4,8
game_006224.pgn,4,41,90,Rd8,Rd8,48
game_006225.pgn,1,53,69,Nxg4,Qа9,
game_006226.pgn,1,45,64,Nxb3,Rb9,
game_006227.pgn,2,10,27,Nf3,Mf3,
game_006228.pgn,4,44,64,O-O,O-O,19
game_006229.pgn,3,42,75,Bg3,Bg3,
game_006230.pgn,1,28,64,Qc2,Qh8,
game_006231.pgn,4,10,70,Bb5+,Bb5+,59
game_006232.pgn,3,61,83,Bc4,Bc4,
game_006233.pgn,1,18,39,Nc3,Qh8,
game_006234.pgn,4,37,60,Nf6,Nf6,22
game_006235.pgn,4,38,82,Nd2,Nd2,43
game_006236.pgn,4,17,70,Be6,Be6,52
game_006237.pgn,4,13,37,h6,h6,23
game_006238.pgn,1,38,89,Nxh8,Rb9,
game_006239.pgn,4,47,62,Qxf6,Qxf6,14
game_006240.pgn,2,22,37,a4,a5,
game_006241.pgn,1,46,70,Bc5,Qh8,
game_006242.pgn,2,52,62,Rh3,Ph3,
game_006243.pgn,2,14,29,Bxe5,8xe5,
game_006244.pgn,2,3,67,Nb8,Mb8,
game_006245.pgn,4,45,66,Qc5,Qc5,20
game_006246.pgn,3,9,59,Bxd6,Bxd6,
game_006247.pgn,3,42,63,Bd1,Bd1,
game_006248.pgn,3,48,67,Qg3,Qg3,
game_006249.pgn,1,21,35,g5,Ka9,
game_006250.pgn,3,41,83,f3,f3,
game_006251.pgn,4,35,64,Bf5,Bf5,28
game_006252.pgn,1,37,95,Rf8,Bh9,
game_006253.pgn,4,46,71,Bxf3,Bxf3,24
game_006254.pgn,2,13,50,O-O,0-O,
game_006255.pgn,1,38,80,Bxe7,Rb9,
game_006256.pgn,4,74,78,Kg2,Kg2,3
game_006257.pgn,2,5,36,Bf5,8f5,
game_006258.pgn,3,34,91,b4,b4,
game_006259.pgn,3,20,66,b4,b4,
game_006260.pgn,3,14,34,Be3,Be3,
game_006261.pgn,1,15,42,Ne4,Rb9,
game_006262.pgn,1,31,48,Bb4,Rb9,
game_006263.pgn,2,16,30,b4,b5,
game_006264.pgn,1,62,66,Ne7+,Rb9,
game_006265.pgn,2,11,65,Be7,8e7,
game_006266.pgn,4,22,34,Nf2,Nf2,11
game_006267.pgn,2,32,71,Bc3,8c3,
game_006268.pgn,2,18,27,exd6,exd7,
game_006269.pgn,1,6,43,Bd3,Nz5,
game_006270.pgn,2,46,58,Rf2,Pf2,
game_006271.pgn,1,22,85,bxc5,Qh8,
game_006272.pgn,2,32,76,Bb3,8b3,
game_006273.pgn,1,79,93,Nec5,Qа9,
game_006274.pgn,2,60,68,Rc4+,Pc4+,
game_006275.pgn,2,10,52,Nxa8,Mxa8,
game_006276.pgn,4,31,67,fxe4,fxe4,35
game_006277.pgn,2,14,55,Bd6,8d6,
game_006278.pgn,3,27,74,Ng6,Ng6,
game_006279.pgn,1,13,72,d6,Ka9,
game_006280.pgn,4,15,55,Nxc3,Nxc3,39
game_006281.pgn,4,82,96,Qxc7,Qxc7,13
game_006282.pgn,2,19,61,Ne8,Me8,
game_006283.pgn,3,26,62,Bxc5,Bxc5,
game_006284.pgn,1,29,45,Nf6,Rb9,
game_006285.pgn,2,17,28,Qxg5,Oxg5,
game_006286.pgn,4,24,97,Qh5+,Qh5+,72
game_006287.pgn,1,9,52,exd4,Nz5,
game_006288.pgn,2,72,100,Rxa1,Pxa1,
game_006289.pgn,3,15,81,Bg4,Bg4,
game_006290.pgn,2,33,85,Nc6,Mc6,
game_006291.pgn,2,32,86,Bc3,8c3,
game_006292.pgn,2,20,61,Ng1,Mg1,
game_006293.pgn,3,34,70,Bxg4+,Bxg4+,
game_006294.pgn,2,64,100,Kf2,Xf2,
game_006295.pgn,2,5,65,g6,g7,
game_006296.pgn,4,49,60,c5,c5,10
game_006297.pgn,2,41,66,bxc5,bxc6,
game_006298.pgn,3,68,85,Ka3,Ka3,
game_006299.pgn,3,14,46,Nbd2,Nbd2,
game_006300.pgn,1,9,21,Nc6,Rb9,
game_006301.pgn,3,58,64,f3,f3,
game_006302.pgn,4,14,45,Bb3,Bb3,30
game_006303.pgn,1,41,73,a6,Qа9,
game_006304.pgn,3,42,56,Nd2,Nd2,
game_006305.pgn,3,49,88,Nxg6,Nxg6,
game_006306.pgn,1,28,36,Rad1,Rb9,
game_006307.pgn,2,56,74,f5+,f59,
game_006308.pgn,4,9,70,dxc4,dxc4,60
game_006309.pgn,3,11,74,O-O,O-O,
game_006310.pgn,1,12,71,Nf3,Nz5,
game_006311.pgn,2,15,58,Na5,Ma5,
game_006312.pgn,4,12,77,Bxe2,Bxe2,64
game_006313.pgn,3,5,68,Bxd6,Bxd6,
game_006314.pgn,1,49,67,Kc8,Rb9,
game_006315.pgn,2,34,81,Bxf3,8xf3,
game_006316.pgn,2,5,78,Nf6,Mf6,
game_006317.pgn,1,51,65,Qg3,Rb9,
game_006318.pgn,3,5,47,cxd5,cxd5,
game_006319.pgn,1,13,61,Bxf3,Ka9,
game_006320.pgn,4,63,84,Kg7,Kg7,20
game_006321.pgn,1,15,62,Nc2+,Nz5,
game_006322.pgn,4,40,59,Qc7,Qc7,18
game_006323.pgn,4,32,40,h3,h3,7
game_006324.pgn,2,46,61,exf4,exf5,
game_006325.pgn,4,40,45,Bf4,Bf4,4
game_006326.pgn,4,8,61,Qxd4,Qxd4,52
game_006327.pgn,4,50,55,Rxe6,Rxe6,4
game_006328.pgn,1,20,52,O-O-O,Nz5,
game_006329.pgn,2,24,46,f4,f5,
game_006330.pgn,1,59,85,Nf5,Nz5,
game_006331.pgn,1,12,84,exd6,Bh9,
game_006332.pgn,1,36,47,Rxd5,Bh9,
game_006333.pgn,3,41,53,Re7,Re7,
game_006334.pgn,2,23,45,Qg5,Og5,
game_006335.pgn,2,6,54,Nf3,Mf3,
game_006336.pgn,2,91,98,Rh4,Ph4,
game_006337.pgn,4,8,46,Bxe4,Bxe4,37
game_006338.pgn,2,27,32,Bg4,8g4,
game_006339.pgn,4,54,72,Bb5,Bb5,17
game_006340.pgn,1,10,83,Nc3,Qа9,
game_006341.pgn,3,47,58,Kxa7,Kxa7,
game_006342.pgn,2,45,65,Rxd1,Pxd1,
game_006343.pgn,3,19,58,bxc6,bxc6,
game_006344.pgn,1,8,41,Nge2,Nz5,
game_006345.pgn,1,21,61,h5,Qh8,
game_006346.pgn,1,14,90,exf4,Bh9,
game_006347.pgn,2,16,42,Bg3,8g3,
game_006348.pgn,2,91,100,Qxd6,Oxd6,
game_006349.pgn,4,14,45,Kg1,Kg1,30
game_006350.pgn,3,23,33,cxd4,cxd4,
game_006351.pgn,4,53,89,Kg8,Kg8,35
game_006352.pgn,1,11,49,d6,Qh8,
game_006353.pgn,3,21,84,Nf8,Nf8,
game_006354.pgn,4,6,44,Nf3,Nf3,37
game_006355.pgn,4,29,72,Nd7,Nd7,42
game_006356.pgn,4,58,64,Nf3,Nf3,5
game_006357.pgn,2,42,53,Rdxe6,Pdxe6,
game_006358.pgn,4,17,45,d5,d5,27
game_006359.pgn,3,43,73,Rhd8,Rhd8,
game_006360.pgn,3,25,56,Rhg8,Rhg8,
game_006361.pgn,2,28,79,g5,g6,
game_006362.pgn,4,5,44,c5,c5,38
game_006363.pgn,4,25,72,fxe4,fxe4,46
game_006364.pgn,2,3,33,Nc6,Mc6,
game_006365.pgn,2,4,21,Bf4,8f4,
game_006366.pgn,1,19,33,Qb6,Qh8,
game_006367.pgn,3,9,26,Bb4+,Bb4+,
game_006368.pgn,3,27,41,e6,e6,
game_006369.pgn,2,43,51,Qc6,Oc6,
game_006370.pgn,3,8,33,Qxf3,Qxf3,
game_006371.pgn,1,5,28,e5,Qа9,
game_006372.pgn,4,4,26,exd5,exd5,21
game_006373.pgn,2,7,81,Bd6,8d6,
game_006374.pgn,3,32,47,Bxe4,Bxe4,
game_006375.pgn,2,20,42,O-O-O,0-O-O,
game_006376.pgn,3,36,47,Qxe6+,Qxe6+,
game_006377.pgn,3,5,43,Nd4,Nd4,
game_006378.pgn,1,57,61,Qa3,Ka9,
game_006379.pgn,1,60,99,Nh5,Qh8,
game_006380.pgn,4,33,51,Rbd8,Rbd8,17
game_006381.pgn,4,21,33,Rg8,Rg8,11
game_006382.pgn,2,69,83,Kf7,Xf7,
game_006383.pgn,1,41,64,Ne6,Rb9,
game_006384.pgn,4,11,62,Nf5,Nf5,50
game_006385.pgn,1,58,65,Qb7,Rb9,
game_006386.pgn,2,18,37,Bxa6,8xa6,
game_006387.pgn,2,30,62,Kh1,Xh1,
game_006388.pgn,4,20,35,c3,c3,14
game_006389.pgn,3,79,88,f1=Q,f1=Q,
game_006390.pgn,4,7,99,Nf6,Nf6,91
game_006391.pgn,2,54,64,Kg1,Xg1,
game_006392.pgn,1,8,81,Nc3,Nz5,
game_006393.pgn,4,28,55,Nxe7,Nxe7,26
game_006394.pgn,4,8,26,Nxe4,Nxe4,17
game_006395.pgn,2,53,60,Kh8,Xh8,
game_006396.pgn,4,5,86,b6,b6,80
game_006397.pgn,2,44,56,Ke3,Xe3,
game_006398.pgn,2,17,42,Nd7,Md7,
game_006399.pgn,4,25,95,Qb4,Qb4,69
game_006400.pgn,1,55,70,Nc5,Ka9,
game_006401.pgn,2,52,64,Rd1,Pd1,
game_006402.pgn,4,27,58,Rxf3,Rxf3,30
game_006403.pgn,4,27,82,Rb8,Rb8,54
game_006404.pgn,1,29,74,h5,Nz5,
game_006405.pgn,1,9,57,Qxf6,Qh8,
game_006406.pgn,3,45,66,Qd3,Qd3,
game_006407.pgn,3,6,93,Qg4,Qg4,
game_006408.pgn,2,54,76,Kg3,Xg3,
game_006409.pgn,4,35,80,Ne5,Ne5,44
game_006410.pgn,2,32,49,Bd3,8d3,
game_006411.pgn,3,47,64,Rxf6,Rxf6,
game_006412.pgn,1,47,74,Kc8,Nz5,
game_006413.pgn,4,11,43,c6,c6,31
game_006414.pgn,1,9,96,c5,Bh9,
game_006415.pgn,2,64,76,Kg2,Xg2,
game_006416.pgn,1,11,63,Nc6,Ka9,
game_006417.pgn,4,64,95,Qf3,Qf3,30
game_006418.pgn,1,18,98,h3,Bh9,
game_006419.pgn,4,19,34,Ngxf6,Ngxf6,14
game_006420.pgn,4,36,59,hxg3,hxg3,22
game_006421.pgn,3,58,90,Rh1,Rh1,
game_006422.pgn,3,14,58,d5,d5,
game_006423.pgn,4,33,37,Qd5,Qd5,3
game_006424.pgn,4,9,90,Nc6,Nc6,80
game_006425.pgn,4,33,52,cxb3,cxb3,18
game_006426.pgn,2,83,88,a2,a3,
game_006427.pgn,4,26,46,Bh6,Bh6,19
game_006428.pgn,3,4,57,e5,e5,
game_006429.pgn,4,27,53,Qc8,Qc8,25
game_006430.pgn,3,41,96,Qxd3,Qxd3,
game_006431.pgn,3,20,58,Nxe4,Nxe4,
game_006432.pgn,4,58,78,Bxe4,Bxe4,19
game_006433.pgn,4,57,80,d5,d5,22
game_006434.pgn,4,28,49,Qh5+,Qh5+,20
game_006435.pgn,4,10,67,Nxe5,Nxe5,56
game_006436.pgn,1,41,99,bxa4,Bh9,
game_006437.pgn,2,60,79,hxg4,hxg5,
game_006438.pgn,2,38,80,Rg2,Pg2,
game_006439.pgn,3,55,68,Qf6+,Qf6+,
game_006440.pgn,3,3,64,d5,d5,
game_006441.pgn,4,28,51,Be2,Be2,22
game_006442.pgn,4,47,62,Nxe5,Nxe5,14
game_006443.pgn,3,9,71,Ne4,Ne4,
game_006444.pgn,3,4,66,e3,e3,
game_006445.pgn,2,20,24,Qa4,Oa4,
game_006446.pgn,3,55,92,cxb4+,cxb4+,
game_006447.pgn,4,48,57,Qxc5,Qxc5,8
game_006448.pgn,1,22,87,Nd2,Rb9,
game_006449.pgn,4,35,44,Rhg8,Rhg8,8
game_006450.pgn,2,37,58,Qf6,Of6,
game_006451.pgn,3,41,51,Kg8,Kg8,
game_006452.pgn,4,38,42,Na3,Na3,3
game_006453.pgn,4,60,69,Qxc7,Qxc7,8
game_006454.pgn,3,51,64,Qxb1+,Qxb1+,
game_006455.pgn,3,3,31,Bb7,Bb7,
game_006456.pgn,2,18,31,Qe2+,Oe2+,
game_006457.pgn,3,42,70,b4,b4,
game_006458.pgn,1,30,39,Rad1,Qа9,
game_006459.pgn,4,36,50,Nxc3,Nxc3,13
game_006460.pgn,3,15,98,Bxf5,Bxf5,
game_006461.pgn,2,32,52,Nc6,Mc6,
game_006462.pgn,4,41,47,Kf5,Kf5,5
game_006463.pgn,2,39,75,Nb6,Mb6,
game_006464.pgn,2,9,53,Nb4,Mb4,
game_006465.pgn,2,51,58,Bxa1,8xa1,
game_006466.pgn,3,42,78,Rde1,Rde1,
game_006467.pgn,3,39,47,Kh6,Kh6,
game_006468.pgn,2,60,64,Re7,Pe7,
game_006469.pgn,2,6,28,Be2,8e2,
game_006470.pgn,1,22,29,Nf3,Qа9,
game_006471.pgn,2,48,71,e5,e6,
game_006472.pgn,3,7,37,a6,a6,
game_006473.pgn,2,23,49,Qd5,Od5,
game_006474.pgn,2,31,46,e6,e7,
game_006475.pgn,1,7,57,Nf6,Qа9,
game_006476.pgn,2,45,97,Kf7,Xf7,
game_006477.pgn,1,19,44,c6,Qа9,
game_006478.pgn,4,22,53,f3,f3,30
game_006479.pgn,1,6,97,Nf3,Qh8,
game_006480.pgn,2,19,28,h6,h7,
game_006481.pgn,3,12,38,d3,d3,
game_006482.pgn,4,41,65,Qd8,Qd8,23
game_006483.pgn,2,14,78,g4,g5,
game_006484.pgn,3,14,30,Nxd4,Nxd4,
game_006485.pgn,1,14,34,a4,Bh9,
game_006486.pgn,2,9,35,g6,g7,
game_006487.pgn,2,36,57,Qb7,Ob7,
game_006488.pgn,2,24,51,Nb6+,Mb6+,
game_006489.pgn,3,49,56,Rb2+,Rb2+,
game_006490.pgn,4,46,50,dxc4,dxc4,3
game_006491.pgn,4,47,98,Qxb3,Qxb3,50
game_006492.pgn,2,25,56,h4,h5,
game_006493.pgn,1,7,64,e6,Bh9,
game_006494.pgn,1,18,52,Rdg1,Qа9,
game_006495.pgn,1,62,75,Qg5+,Qа9,
game_006496.pgn,3,12,61,O-O,O-O,
game_006497.pgn,1,74,92,Rxc7,Ka9,
game_006498.pgn,4,15,44,Be7,Be7,28
game_006499.pgn,1,12,55,a4,Rb9,
game_006500.pgn,3,66,74,Kc2,Kc2,
game_006501.pgn,2,32,61,Ng3,Mg3,
game_006502.pgn,3,19,70,Qe7+,Qe7+,
game_006503.pgn,2,5,35,Qd5,Od5,
game_006504.pgn,3,32,40,Ng3,Ng3,
game_006505.pgn,3,38,48,dxc6,dxc6,
game_006506.pgn,1,63,73,hxg6,Bh9,
game_006507.pgn,2,48,54,Rxe7,Pxe7,
game_006508.pgn,2,17,26,Bc5,8c5,
game_006509.pgn,3,31,39,Kf8,Kf8,
game_006510.pgn,3,80,89,Qxa4,Qxa4,
game_006511.pgn,1,29,51,Bxg2,Qа9,
game_006512.pgn,3,19,42,exd5,exd5,
game_006513.pgn,4,21,51,O-O,O-O,29
game_006514.pgn,3,29,59,Rxd8,Rxd8,
game_006515.pgn,2,8,20,Nxe5,Mxe5,
game_006516.pgn,3,42,49,Rxg7+,Rxg7+,
game_006517.pgn,3,19,41,Qxe5,Qxe5,
game_006518.pgn,1,6,67,Qh5+,Ka9,
game_006519.pgn,3,62,73,Bh5,Bh5,
game_006520.pgn,3,26,33,exd6,exd6,
game_006521.pgn,1,6,49,f3,Ka9,
game_006522.pgn,2,7,89,Nf6,Mf6,
game_006523.pgn,2,37,68,Bc5,8c5,
game_006524.pgn,2,7,69,Nxd4,Mxd4,
game_006525.pgn,4,16,63,Bb3,Bb3,46
game_006526.pgn,2,15,47,O-O,0-O,
game_006527.pgn,3,6,35,Nc3,Nc3,
game_006528.pgn,2,32,52,Qd3,Od3,
game_006529.pgn,3,16,30,Bc4,Bc4,
game_006530.pgn,2,14,58,h3,h4,
game_006531.pgn,1,5,41,c5,Qh8,
game_006532.pgn,2,11,32,Bg4,8g4,
game_006533.pgn,3,33,60,Nbd7,Nbd7,
game_006534.pgn,3,11,45,O-O,O-O,
game_006535.pgn,1,10,84,Bd2,Rb9,
game_006536.pgn,3,18,24,Nf3,Nf3,
game_006537.pgn,2,36,70,Ne3,Me3,
game_006538.pgn,2,39,53,Ne4,Me4,
game_006539.pgn,2,15,48,Ngf6,Mgf6,
game_006540.pgn,1,49,62,Nf2+,Bh9,
game_006541.pgn,3,52,73,Qxf3,Qxf3,
game_006542.pgn,2,77,85,Kg4,Xg4,
game_006543.pgn,1,16,34,g4,Bh9,
game_006544.pgn,3,25,64,b5,b5,
game_006545.pgn,4,53,78,Rxd2+,Rxd2+,24
game_006546.pgn,3,4,94,Nf3,Nf3,
game_006547.pgn,4,11,73,Nf6,Nf6,61
game_006548.pgn,2,43,78,Qd7,Od7,
game_006549.pgn,2,18,56,Bd2,8d2,
game_006550.pgn,3,24,55,Na3,Na3,
game_006551.pgn,2,9,57,a6,a7,
game_006552.pgn,3,32,99,d4,d4,
game_006553.pgn,4,48,73,Rb1,Rb1,24
game_006554.pgn,3,13,35,O-O,O-O,
game_006555.pgn,4,41,73,b6,b6,31
game_006556.pgn,2,20,64,e5,e6,
game_006557.pgn,1,33,46,Nxf5,Bh9,
game_006558.pgn,4,25,32,Bxh2,Bxh2,6
game_006559.pgn,2,74,81,c5,c6,
game_006560.pgn,1,75,92,Rd1,Qh8,
game_006561.pgn,2,33,54,Bxd2,8xd2,
game_006562.pgn,3,14,57,c3,c3,
game_006563.pgn,3,51,56,Nxd4,Nxd4,
game_006564.pgn,2,6,56,Qxd4,Oxd4,
game_006565.pgn,4,28,52,Qxh7,Qxh7,23
game_006566.pgn,4,20,63,g3,g3,42
game_006567.pgn,2,54,94,Rxd1,Pxd1,
game_006568.pgn,3,49,54,Rf4,Rf4,
game_006569.pgn,2,10,55,Nf3,Mf3,
game_006570.pgn,1,27,91,Qf6,Qа9,
game_006571.pgn,4,12,81,Be2,Be2,68
game_006572.pgn,2,91,100,Kxh6,Xxh6,
game_006573.pgn,3,44,50,Nxd4,Nxd4,
game_006574.pgn,1,9,21,O-O,Nz5,
game_006575.pgn,1,41,47,Nxf6,Nz5,
game_006576.pgn,1,32,93,Na3,Qh8,
game_006577.pgn,4,17,21,Kh8,Kh8,3
game_006578.pgn,2,18,36,Qxd3,Oxd3,
game_006579.pgn,4,42,60,Bxh7,Bxh7,17
game_006580.pgn,4,13,23,Bg6,Bg6,9
game_006581.pgn,4,18,42,Nxe5,Nxe5,23
game_006582.pgn,1,47,93,Bxe2,Rb9,
game_006583.pgn,1,27,42,Rg8,Bh9,
game_006584.pgn,1,7,97,c5,Ka9,
game_006585.pgn,1,64,91,Rd7,Qа9,
game_006586.pgn,3,23,31,Ke6,Ke6,
game_006587.pgn,2,17,44,Be7,8e7,
game_006588.pgn,1,14,35,e4,Qh8,
game_006589.pgn,3,16,23,Bg5,Bg5,
game_006590.pgn,4,24,30,Bd2,Bd2,5
game_006591.pgn,2,40,44,f4,f5,
game_006592.pgn,3,17,41,Nc6,Nc6,
game_006593.pgn,2,10,44,c3,c4,
game_006594.pgn,2,10,35,Nf3,Mf3,
game_006595.pgn,4,25,72,Rf7,Rf7,46
game_006596.pgn,3,19,73,Be6,Be6,
game_006597.pgn,1,13,80,Nd7,Rb9,
game_006598.pgn,4,30,63,e5,e5,32
game_006599.pgn,3,19,40,Bf5,Bf5,
game_006600.pgn,2,42,92,Qd2,Od2,
game_006601.pgn,3,3,47,Bg7,Bg7,
game_006602.pgn,1,48,59,Rxf3,Ka9,
game_006603.pgn,4,5,81,Bc5,Bc5,75
game_006604.pgn,2,37,86,Qe4,Oe4,
game_006605.pgn,1,18,52,fxe3,Ka9,
game_006606.pgn,4,69,83,Kc6,Kc6,13
game_006607.pgn,4,19,82,h5,h5,62
game_006608.pgn,4,49,58,Qf2,Qf2,8
game_006609.pgn,3,42,74,Kh1,Kh1,
game_006610.pgn,4,62,83,g4,g4,20
game_006611.pgn,3,15,85,Nd7,Nd7,
game_006612.pgn,3,9,48,Qxd7,Qxd7,
game_006613.pgn,3,22,28,Rg1,Rg1,
game_006614.pgn,2,12,46,d4,d5,
game_006615.pgn,1,21,41,Qc6,Ka9,
game_006616.pgn,2,14,37,Bd3,8d3,
game_006617.pgn,2,19,83,Bxc2,8xc2,
game_006618.pgn,4,15,39,h5,h5,23
game_006619.pgn,2,76,90,Re1,Pe1,
game_006620.pgn,2,40,74,Qxc3,Oxc3,
game_006621.pgn,2,7,81,Bh4+,8h4+,
game_006622.pgn,3,14,49,b4,b4,
game_006623.pgn,3,70,76,Qxf8,Qxf8,
game_006624.pgn,4,52,64,Rf3,Rf3,11
game_006625.pgn,1,23,36,c5,Rb9,
game_006626.pgn,3,15,30,h6,h6,
game_006627.pgn,4,42,67,Qxf6,Qxf6,24
game_006628.pgn,1,35,47,Be1+,Nz5,
game_006629.pgn,3,64,76,Kxa4,Kxa4,
game_006630.pgn,2,13,62,a6,a7,
game_006631.pgn,4,46,60,Bxf6,Bxf6,13
game_006632.pgn,2,53,57,Nxc2,Mxc2,
game_006633.pgn,4,38,49,Rad1,Rad1,10
game_006634.pgn,4,14,78,dxe5,dxe5,63
game_006635.pgn,3,9,67,Nf6,Nf6,
game_006636.pgn,3,58,70,Rb4,Rb4,
game_006637.pgn,1,37,46,Nf5,Qh8,
game_006638.pgn,2,31,53,Rad8,Pad8,
game_006639.pgn,2,74,78,Rxh7+,Pxh7+,
game_006640.pgn,4,29,46,Nc6,Nc6,16
game_006641.pgn,3,45,74,Be7,Be7,
game_006642.pgn,2,67,75,f5,f6,
game_006643.pgn,2,32,45,Qxd4,Oxd4,
game_006644.pgn,2,15,49,Bd7,8d7,
game_006645.pgn,1,62,95,Ra7,Ka9,
game_006646.pgn,1,6,34,Nc3,Nz5,
game_006647.pgn,4,44,53,Ng5,Ng5,8
game_006648.pgn,3,83,99,Nd3,Nd3,
game_006649.pgn,1,70,81,g3,Rb9,
game_006650.pgn,4,23,79,Nxd4,Nxd4,55
game_006651.pgn,1,24,53,Nxb5,Qа9,
game_006652.pgn,4,15,24,Qg7,Qg7,8
game_006653.pgn,1,56,60,Kh1,Nz5,
game_006654.pgn,4,17,35,Nc6,Nc6,17
game_006655.pgn,2,39,50,Bc6,8c6,
game_006656.pgn,3,30,65,Nh2,Nh2,
game_006657.pgn,1,13,47,Nc6,Ka9,
game_006658.pgn,1,20,52,Bg3,Nz5,
game_006659.pgn,1,42,72,hxg4,Nz5,
game_006660.pgn,2,28,50,O-O,0-O,
game_006661.pgn,1,45,78,h6,Qа9,
game_006662.pgn,2,49,75,h6,h7,
game_006663.pgn,4,21,62,dxe4,dxe4,40
game_006664.pgn,4,61,74,c3,c3,12
game_006665.pgn,2,34,57,Bxf5,8xf5,
game_006666.pgn,1,43,65,f4,Nz5,
game_006667.pgn,2,13,27,Bd6,8d6,
game_006668.pgn,3,4,94,e4,e4,
game_006669.pgn,2,70,83,Kh2,Xh2,
game_006670.pgn,3,28,55,Kxf4,Kxf4,
game_006671.pgn,4,23,97,Bxc3,Bxc3,73
game_006672.pgn,3,58,83,Nf4,Nf4,
game_006673.pgn,1,6,32,Nf3,Nz5,
game_006674.pgn,3,4,23,Bc4,Bc4,
game_006675.pgn,1,12,35,O-O,Nz5,
game_006676.pgn,2,72,86,d7,d8,
game_006677.pgn,1,23,53,h6,Qа9,
game_006678.pgn,1,3,37,cxd4,Rb9,
game_006679.pgn,1,11,86,Bxc6,Nz5,
game_006680.pgn,4,35,88,Ng6,Ng6,52
game_006681.pgn,3,46,71,Ng3,Ng3,
game_006682.pgn,3,8,92,Ne2,Ne2,
game_006683.pgn,2,31,72,Bxd3,8xd3,
game_006684.pgn,2,8,73,e4,e5,
game_006685.pgn,4,38,49,Rc1,Rc1,10
game_006686.pgn,2,21,70,d6,d7,
game_006687.pgn,3,96,100,Ka5,Ka5,
game_006688.pgn,1,47,56,axb6,Qа9,
game_006689.pgn,2,16,60,Rxe4,Pxe4,
game_006690.pgn,2,17,52,Bxe2,8xe2,
game_006691.pgn,2,58,69,Bxc6,8xc6,
game_006692.pgn,2,6,37,Nf3,Mf3,
game_006693.pgn,4,47,69,gxf4,gxf4,21
game_006694.pgn,4,82,90,Kf3,Kf3,7
game_006695.pgn,4,33,38,Bxe3+,Bxe3+,4
game_006696.pgn,4,15,91,Nxe4,Nxe4,75
game_006697.pgn,1,3,61,Nc6,Nz5,
game_006698.pgn,3,8,62,d4,d4,
game_006699.pgn,1,4,89,Nf3,Ka9,
game_006700.pgn,1,30,61,Ne5,Qа9,
game_006701.pgn,2,46,66,Rxc7,Pxc7,
game_006702.pgn,4,4,58,Nc3,Nc3,53
game_006703.pgn,3,16,61,h3,h3,
game_006704.pgn,2,10,31,O-O,0-O,
game_006705.pgn,1,10,56,Nxc6,Qа9,
game_006706.pgn,1,13,25,b5,Bh9,
game_006707.pgn,3,19,43,g6,g6,
game_006708.pgn,2,67,100,Rxh8,Pxh8,
game_006709.pgn,1,24,73,Qc2,Ka9,
game_006710.pgn,3,4,54,dxc6,dxc6,
game_006711.pgn,2,10,45,e4,e5,
game_006712.pgn,4,44,65,Rd1,Rd1,20
game_006713.pgn,3,4,65,d4,d4,
game_006714.pgn,4,13,21,Bxf3,Bxf3,7
game_006715.pgn,1,44,89,Nc6,Nz5,
game_006716.pgn,1,19,58,Bxd5,Nz5,
game_006717.pgn,3,35,83,Rxa6,Rxa6,
game_006718.pgn,2,18,23,Bh4,8h4,
game_006719.pgn,1,15,86,cxd6,Bh9,
game_006720.pgn,4,6,26,Nh3,Nh3,19
game_006721.pgn,1,20,48,Ba2,Bh9,
game_006722.pgn,4,56,66,Rd3,Rd3,9
game_006723.pgn,1,19,57,Bf5,Rb9,
game_006724.pgn,3,28,38,Nd4,Nd4,
game_006725.pgn,4,49,57,Re8,Re8,7
game_006726.pgn,3,49,83,Nxf3,Nxf3,
game_006727.pgn,4,15,22,Bh5,Bh5,6
game_006728.pgn,1,84,100,Kf3,Qh8,
game_006729.pgn,1,74,78,Qf4,Qh8,
game_006730.pgn,2,9,87,Nb4,Mb4,
game_006731.pgn,3,14,72,b3,b3,
game_006732.pgn,3,25,37,Nc6,Nc6,
game_006733.pgn,1,42,54,g3,Rb9,
game_006734.pgn,1,23,29,Qxc2,Bh9,
game_006735.pgn,4,24,85,exd5,exd5,60
game_006736.pgn,1,47,96,Rad8,Bh9,
game_006737.pgn,2,38,78,Rbe1,Pbe1,
game_006738.pgn,4,83,89,a5,a5,5
game_006739.pgn,2,48,53,Nxd4,Mxd4,
game_006740.pgn,1,51,59,Ba4+,Qа9,
game_006741.pgn,1,74,98,Ka2,Qа9,
game_006742.pgn,2,5,30,Bb4,8b4,
game_006743.pgn,2,17,67,cxd6,cxd7,
game_006744.pgn,4,29,64,O-O,O-O,34
game_006745.pgn,3,33,40,Qe3+,Qe3+,
game_006746.pgn,2,29,48,Bxf5,8xf5,
game_006747.pgn,2,7,80,Nd7,Md7,
